    0.623559     0.254047    -0.672586    -0.524878    -0.457680     0.336252     0.380463     0.223528     1.399347     0.542602     1.370896    -0.302360    -1.415833    -0.423351     0.847195     2.325797    -0.969153     1.822098      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680    -0.850172     2.110309     2.678413    -0.234444    -0.612730     0.486919    -1.047780     0.101517    -1.669000     0.552073     1.364003     3.711729     1.613752      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680    -1.386482     0.004133    -0.496767    -1.101524    -0.192330    -1.008042    -2.685685    -1.996853    -2.517730    -0.044154     0.582169     0.659834     0.155132      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680     0.351085     0.852294     1.972103    -0.387449     0.233779     0.248097    -1.995882    -1.288736     0.185949     0.028044     0.918614     1.163276     0.463234      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680     0.320900     0.694431     1.703663     0.476859     1.210036    -0.046342    -1.324250    -1.078377    -1.715116     0.361978     0.829237     1.910432     0.739723      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680     1.173775     2.658948     0.273027     1.192700     0.565438    -0.455889    -2.373186    -0.696095    -0.312598     0.539967     2.141474     3.234767     1.409232      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680     0.653771     1.973751     0.187604    -0.143047     0.293944     0.103968    -0.061698    -0.798251    -0.611158     0.125510     0.711044     3.515933     1.488225      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680    -1.073894     1.999227     0.664482     1.112356     0.909548    -0.236576    -1.552964    -1.100118    -1.839368    -0.793091     2.787052     3.206142    -0.546754      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680     2.621661     2.123906     2.464105     1.579488     2.635526     1.087552     1.860272    -0.202758     0.144261     2.844395     2.594232     2.431722     2.117747      1
    0.623559     0.254047    -0.672586    -0.524878    -0.457680     1.948758     3.090460     0.765162     0.134414     1.620410    -0.381530    -0.788991    -1.265420    -0.794338     2.320178     0.511473     2.953160     1.745528      1
