    5.010859     1.408840     4.365934      1
    4.752827     0.611205     5.786959      1
    5.939334     1.509253     5.347151      1
    5.071459     2.827290     5.566333      1
    4.427836     1.241271     5.269490      1
    4.841182     1.781931     4.625069      1
    4.419360     0.674351     5.160254      1
    4.710830     0.548063     5.206265      1
    3.927183     2.503410     4.582948      1
    4.228211     1.420439     4.873223      1
    4.433217     1.299193     5.328518      2
    3.907320     1.545028     4.931674      2
    5.374467     2.163752     5.914470      2
    2.825513     0.461597     5.028120      2
    4.160570     0.991493     5.814200      2
    6.309282     2.045380     6.227150      2
    3.491895     1.230241     5.005381      2
   -0.145792    -0.251718     3.514625      2
    4.099693     0.533849     5.748125      2
    5.546914     2.326157     6.094087      2
    7.292925     3.217439     6.447399      3
    4.047246     3.847701     4.956238      3
    3.409475     2.297683     5.217425      3
    2.900892     2.297206     4.467076      3
    5.198272     3.826976     5.100713      3
    2.407431     2.098955     4.455893      3
    3.706150     2.759501     5.133094      3
    6.464999     4.087904     5.999819      3
    6.254771     3.903740     6.028465      3
    5.442906     3.022184     6.177386      3
    5.848497     1.901210     3.656315      4
    5.755153     1.414135     3.774639      4
    4.989237     1.621748     3.997318      4
    5.592014     0.748793     4.202280      4
    5.190491     1.666531     3.787529      4
    5.538213     1.357264     4.598107      4
    5.593771     2.787016     4.703559      4
    5.968011     2.310477     4.294390      4
    6.110605     2.203803     4.588727      4
    4.951058     2.570280     4.351155      4
    3.687007     1.627964     2.762167      5
    2.779046     2.430389     2.803831      5
    4.051623     3.364081     3.275165      5
    2.968503     2.699212     3.624382      5
    3.440396     2.678525     3.249485      5
    6.040136     3.975210     4.891272      5
    3.280608     2.748615     3.470964      5
    2.353088     1.169392     2.345396      5
    5.327492     3.012830     4.557223      5
    1.942933     1.709305     2.413785      5
    6.353837     2.088363     6.198695      6
    6.613354     2.573125     6.270911      6
    4.413454     0.665060     5.528976      6
    5.844501     1.958044     6.760927      6
    6.900711     2.627799     5.744562      6
    7.017710     1.719474     4.822905      6
    7.001295     3.318699     6.360901      6
    7.262079     2.748757     5.065383      6
    7.051590     3.062627     6.534749      6
    6.185030     2.000050     5.928670      6
    8.459706     3.928397     6.156153      7
    7.075016     3.608312     5.077165      7
    8.362260     2.068714     5.428271      7
    7.707434     4.832542     7.560244      7
    8.490527     3.222478     5.604675      7
    6.932707     4.906847     7.976312      7
    7.965274     3.538088     5.728353      7
    7.707119     4.128580     5.866451      7
    7.215227     4.215027     7.245787      7
    7.511269     3.974286     5.805321      7
    6.623113     1.356551     5.388817      8
    5.989708     0.932584     5.202465      8
    6.946061     2.875960     4.720741      8
    7.939492     2.428857     5.124078      8
    7.418348     2.754706     5.085486      8
    6.910499     3.428730     3.978932      8
    6.779395     2.772644     4.152763      8
    6.841790     2.734947     5.487250      8
    7.619590     2.310656     5.634736      8
    6.710850     2.208225     5.062172      8
    4.648255     0.613183     3.633388      9
    5.275907     1.900800     4.217440      9
    5.187583     0.702430     4.095878      9
    3.977612     0.209167     3.120368      9
    5.039227     0.623708     3.683384      9
    3.392209     0.466687     2.971315      9
    4.636304     0.412761     3.908842      9
    4.007853     0.211394     3.664181      9
    4.107029    -0.364215     3.515397      9
    4.777626     0.799187     3.962808      9
    7.158272     4.209339     5.920623     10
    5.520467     3.042735     5.240095     10
    5.898328     1.675380     6.174892     10
    5.575459     3.230061     4.654190     10
    4.534252     2.837502     5.111579     10
    5.782756     3.018696     4.886731     10
    6.342280     3.061885     4.935891     10
    4.642951     3.220401     5.238981     10
    5.727389     2.208637     6.117857     10
    4.061588     2.117219     4.469273     10
    6.948574     0.518237     5.177359     11
    3.253149    -0.188669     2.698003     11
    3.662003    -0.186151     3.775992     11
    5.089436     0.086987     5.077021     11
    5.967607     1.156311     5.335149     11
    4.515163     1.039060     5.089513     11
    6.621661     1.655496     5.177627     11
    3.920941     0.163172     4.174417     11
    6.071440     1.231084     4.202252     11
    5.174622     1.324411     4.623005     11
    5.615735     3.079033     3.778870     12
    5.425105     1.822726     3.685276     12
    5.119094     3.622209     3.453924     12
    4.101105     1.649186     4.116618     12
    4.874931     1.603717     4.743730     12
    4.412088     1.045658     5.088214     12
    4.822127     3.002888     4.066019     12
    5.828246     3.263180     3.942113     12
    5.586854     3.242150     4.291588     12
    5.170974     1.962565     4.779282     12
    6.162276     2.349065     5.515913     13
    6.438181     3.150946     6.468154     13
    5.486772     2.054291     5.573831     13
    5.483934     2.338394     5.236674     13
    5.324341     1.381098     4.208121     13
    4.516082     1.178463     3.588532     13
    5.062847     1.631863     3.937367     13
    5.704797     2.464052     4.500404     13
    4.506163     1.532804     5.474798     13
    4.755770     1.369041     3.907185     13
    6.571381     1.010540     4.788886     14
    6.044534     1.249325     4.835273     14
    5.613582     0.837364     4.553549     14
    5.941145     1.664216     3.171033     14
    6.186640     3.060493     4.119720     14
    5.474931     1.279152     4.874077     14
    5.963749     1.203068     4.054825     14
    6.451431     3.374742     4.388683     14
    6.101573     1.382869     4.361346     14
    5.760688     1.210268     5.004131     14
    6.951151     1.554677     5.826744     15
    6.238917     2.512174     5.180647     15
    5.929328     1.196135     5.275644     15
    5.125811     2.729202     4.641397     15
    5.688871     1.980335     3.965291     15
    4.848654     1.623458     4.877716     15
    5.714696     2.048099     5.104519     15
    4.435254     1.254278     4.246582     15
    5.271306     2.199111     4.607036     15
    5.113662     2.136059     4.682101     15
    5.004893     3.344571     5.265123     16
    5.366496     2.434119     4.444507     16
    7.134599     3.625197     5.650214     16
    7.485440     3.400035     6.511969     16
    4.817238     2.518347     4.158728     16
    4.461526     2.355423     4.574518     16
    4.075227     1.993094     4.296083     16
    4.743605     1.749103     4.548170     16
    5.455055     2.343597     4.774370     16
    5.851851     2.761395     4.986612     16
    5.043737     2.040009     6.011012     17
    5.745844     2.216129     6.075886     17
