    3.789097     2.365486     4.769391      1
    5.560275     0.748855     2.510943      1
    5.010653     1.395041     3.098112      1
    4.135132     1.860026     4.610746      1
    4.051178     2.288019     4.549044      1
    3.859237     1.696510     3.590049      1
    6.942715     0.848784     1.822768      1
    4.063644     1.795097     4.727395      1
    2.178345     2.752729     5.919876      1
    4.690002     1.058677     3.150295      1
    4.033839     0.328298     4.965788      2
    4.239948     1.998537     5.846050      2
    3.136159    -0.004725     3.316809      2
    3.954061     1.540302     5.027807      2
    4.880971     1.396001     5.239267      2
    4.374544     0.733255     4.869653      2
    3.605354    -0.101016     2.452304      2
    4.763593     1.181313     5.604024      2
    4.828999     1.288682     5.470266      2
    4.205489     0.733471     4.518702      2
    7.156533     4.115250     5.420438      3
    4.577538     3.079895     4.435305      3
    5.064376     3.696726     4.399983      3
    6.318339     4.158872     4.311703      3
    4.585428     3.411728     3.846538      3
    4.644062     3.221731     4.183792      3
    4.414946     3.003489     4.335096      3
    4.087593     2.701314     3.703948      3
    4.932627     2.619319     3.959990      3
    6.564099     3.911729     5.800184      3
    5.030672     3.907549     5.107637      4
    4.534325     2.724792     4.831357      4
    3.681563     0.946295     3.052916      4
    5.932907     2.256619     4.942469      4
    4.164576     1.904731     4.958637      4
    4.851643     2.490686     5.519282      4
    5.607641     1.914459     6.186864      4
    4.054711     3.266438     5.275454      4
    4.796506     3.186747     4.686164      4
    5.373856     2.136790     5.258765      4
    5.367236     0.815947     3.702291      5
    5.770655     1.682018     4.753997      5
    5.769889     1.164845     4.273837      5
    6.917886     1.382718     5.170061      5
    5.735824     1.105880     4.040970      5
    4.046643     0.677025     2.918348      5
    5.141414     1.565529     4.244103      5
    5.517493     1.454785     4.545729      5
    3.511338     0.416010     3.160306      5
    4.630056     1.617901     4.279770      5
    4.545895     1.137778     4.267151      6
    4.771012     1.495560     3.427799      6
    5.268986     2.041788     3.428420      6
    6.290645     2.791151     3.737353      6
    6.215273     2.177085     3.500701      6
    6.082146     1.717484     4.224970      6
    5.263018     2.830642     2.631671      6
    4.700428     3.122840     3.719204      6
    6.210484     2.378732     3.013633      6
    5.303960     0.948691     3.308709      6
    3.680460     1.728851     3.540249      7
    3.711548     2.020268     4.905757      7
    3.747597     2.547341     3.454134      7
    4.633531     2.941158     5.260288      7
    3.867840     1.992972     4.253265      7
    3.403155     1.947026     3.925462      7
    4.326882     3.576792     4.385829      7
    4.608589     2.063007     3.914572      7
    3.965509     1.431152     3.599582      7
    3.317373     1.891269     4.121815      7
    5.628358     2.475007     4.874378      8
    6.077301     2.969005     7.193927      8
    6.255726     2.091578     5.694403      8
    5.440796     1.276422     4.115701      8
    6.448448     2.843763     5.817955      8
    5.722680     1.108365     4.270612      8
    7.028137     3.414007     5.901913      8
    5.610998     2.535712     6.005026      8
    5.512292     2.715288     5.275639      8
    6.117479     2.461210     5.358197      8
    5.545883     2.365195     5.711978      9
    6.209823     3.386958     5.745457      9
    6.633577     3.150744     5.560914      9
    5.441833     2.728051     4.867740      9
    5.264197     1.813475     3.995168      9
    3.873728     1.969139     3.508087      9
    6.152836     2.408126     5.419131      9
    4.959011     1.589673     4.550075      9
    6.104928     3.372682     5.747308      9
    4.597627     1.626364     3.721127      9
    4.184107     0.905448     4.347082     10
    4.289682     0.407864     2.911819     10
    4.635785     0.165773     3.519083     10
    4.671995     1.314287     3.846270     10
    4.799751     1.764704     4.262422     10
    3.897847     0.360910     3.320487     10
    3.763533     1.157218     4.021699     10
    4.019395     0.599811     4.177604     10
    4.873804     0.775876     2.711383     10
    4.057352     0.212408     2.908871     10
    4.362609     0.962416     4.845827     11
    5.390788     2.895857     7.577521     11
    3.968653     0.606220     4.541908     11
    6.061610     1.915026     5.403616     11
    4.789073     0.520203     4.066152     11
    4.697022     0.341879     3.229732     11
    4.971622     1.704386     5.783904     11
    4.861858     0.262030     4.406813     11
    5.115720     1.268683     4.402315     11
    4.157736     0.784926     4.409587     11
    5.893108     2.351639     5.152419     12
    7.932997     2.068536     5.421859     12
    6.212354     2.384564     4.989168     12
    6.019113     1.832152     5.474297     12
    6.554542     0.906386     6.301199     12
    5.487638     2.160278     4.729783     12
    6.497042     1.130337     5.210041     12
    4.215189     1.015966     4.817364     12
    6.633040     0.837783     5.885917     12
    5.642124     2.013674     4.814531     12
    4.007400     1.445988     4.668592     13
    4.113036     3.633205     4.108913     13
    3.545593     2.407473     4.365029     13
    4.043517     3.035326     4.476517     13
    4.250762     2.617538     4.939173     13
    4.048061     2.157647     4.552001     13
    3.658092     3.734566     4.114377     13
    3.946063     3.491112     4.744629     13
    3.877193     1.976072     4.731372     13
    4.807059     2.606496     4.837422     13
    5.317962     2.172481     5.567719     14
    5.629215     2.682399     4.725798     14
    6.253189     2.955060     5.462307     14
    4.891784     2.076895     4.771230     14
    5.714914     2.602822     5.617625     14
    5.543561     2.935526     6.424341     14
    6.142640     2.933044     6.086756     14
    5.143832     3.026401     6.074254     14
    5.420803     1.841857     4.973547     14
    5.579328     2.266032     5.823916     14
    5.558785     1.973294     5.176600     15
    4.474193     1.562557     5.530422     15
    3.630878     1.076558     4.234606     15
    4.280100     1.109324     5.271962     15
    5.235451     2.538953     6.478330     15
    3.945143     1.038757     4.454109     15
    3.436641     1.004574     3.406721     15
    4.586393     0.950993     3.605514     15
    5.813871     2.239216     6.154162     15
    4.574005     2.355914     5.315149     15
    6.439835     2.550995     5.255512     16
    5.900239     2.052562     4.320488     16
    6.252229     2.479642     5.004379     16
    4.732740     2.131711     4.958539     16
    5.811685     2.426857     5.522885     16
    4.253822     2.204122     3.535179     16
    5.841954     3.213265     5.313964     16
    5.474169     0.966699     3.336338     16
    4.538583     3.872566     5.039749     16
    5.901889     3.372221     5.075143     16
    8.203272     3.796102     6.775561     17
    7.349706     4.797641     7.044032     17
    6.803845     3.042725     5.871827     17
    8.254581     4.033618     7.090711     17
    7.941078     4.305676     7.501211     17
    7.450069     3.185395     6.402296     17
    7.534359     3.153196     6.719002     17
    6.902284     2.258679     4.611164     17
    6.991241     3.885446     6.317552     17
    5.910159     2.377147     6.027969     17
    7.499125     2.934479     6.263492     18
    5.805090     1.713427     4.519745     18
    5.745504     2.880119     5.060117     18
    6.093839     2.007007     4.498480     18
    5.054086     2.525214     4.320223     18
    5.313938     1.580875     3.719692     18
    5.776570     2.773765     4.724180     18
    5.359811     2.647208     4.292904     18
    5.278447     2.386134     3.721272     18
    5.251408     1.884006     4.062223     18
    4.109604     1.366019     4.704293     19
    4.349881     1.497873     4.524978     19
    6.513645     3.301492     5.973201     19
    4.878173     1.323176     5.570655     19
    5.497678     2.836596     5.846681     19
    6.616454     2.538412     6.156925     19
    5.606522     1.955466     6.583079     19
    5.409304     1.608003     5.725009     19
    7.099238     3.678979     7.452812     19
    5.103520     2.081370     5.049363     19
    5.936337     3.304371     5.541149     20
    5.922759     2.653927     6.151573     20
    5.535570     2.727905     4.726754     20
    4.225542     2.350414     5.026020     20
    4.755111     0.948047     3.292223     20
    4.886414     2.486279     4.389033     20
    5.969973     2.526527     6.682752     20
    5.632988     2.974298     6.167629     20
    5.186337     2.409285     5.330237     20
    5.128733     3.345667     6.475471     20
    3.594491     3.121786     4.438652     21
    3.828337     3.037621     4.516498     21
    5.130550     3.896000     5.313852     21
    3.680604     1.580541     1.498618     21
    3.984123     2.403312     2.642459     21
    3.368601     3.923461     4.507690     21
    3.844038     3.081967     4.393002     21
    5.135131     5.269081     6.882947     21
    3.409317     3.862831     5.831985     21
    4.174726     2.449122     3.591621     21
    5.718238     2.200384     4.646318     22
    9.924021     3.531147     6.136837     22
    5.753939     2.375279     4.753482     22
    7.845733     2.475821     5.386857     22
    6.295894     3.300546     5.158018     22
    1.679583     1.255638     3.480556     22
    9.046160     3.504167     5.541692     22
    7.068570     2.160142     5.545024     22
    3.159081     1.546229     3.607014     22
    8.099214     3.572272     6.003575     22
    5.110060     1.243083     4.639523     23
    3.594824     2.456513     4.181027     23
    4.286878     1.508796     3.343153     23
    5.257460     2.528470     5.854517     23
    4.564803     3.148766     5.377474     23
    5.093531     3.239845     5.502549     23
    3.977214     2.889289     4.260424     23
    4.828457     3.279484     5.245355     23
    4.363677     1.851733     4.696819     23
    4.268019     2.409347     4.963510     23
    4.915974     3.337539     4.587758     24
    4.922999     2.708652     4.800464     24
    5.653271     2.652243     5.348432     24
    7.824521     3.486263     6.670941     24
    4.875578     3.133567     5.384028     24
    4.026541     2.553261     5.024943     24
    3.822331     1.784363     4.385374     24
    6.154103     3.476919     5.081930     24
    5.745829     3.483484     5.094750     24
    5.372152     2.506235     5.077119     24
    5.218499     2.526692     4.605455     25
    4.911642     1.369759     4.363270     25
    4.808543     3.686788     4.823819     25
    3.551336     2.337823     3.515317     25
    4.968268     1.603773     3.934356     25
    4.480073     2.487998     4.581432     25
