    4.123559     3.754047     2.827414     2.975122     3.042320     3.336252     3.380463     3.223528     4.399347     3.542602     3.370896     1.697640     0.584167     1.576649     2.847195     4.325797     1.030847     3.822098      1
    4.123559     3.754047     2.827414     2.975122     3.042320     2.149828     5.110309     5.678413     2.765556     2.387270     2.486919     0.952220     2.101517     0.331000     2.552073     3.364003     5.711729     3.613752      1
    4.123559     3.754047     2.827414     2.975122     3.042320     1.613518     3.004133     2.503233     1.898476     2.807670     0.991958    -0.685685     0.003147    -0.517730     1.955846     2.582169     2.659834     2.155132      1
    4.123559     3.754047     2.827414     2.975122     3.042320     3.351085     3.852294     4.972103     2.612551     3.233779     2.248097     0.004118     0.711264     2.185949     2.028044     2.918614     3.163276     2.463234      1
    4.123559     3.754047     2.827414     2.975122     3.042320     3.320900     3.694431     4.703663     3.476859     4.210036     1.953658     0.675750     0.921623     0.284884     2.361978     2.829237     3.910432     2.739723      1
    4.123559     3.754047     2.827414     2.975122     3.042320     4.173775     5.658948     3.273027     4.192700     3.565438     1.544111    -0.373186     1.303905     1.687402     2.539967     4.141474     5.234767     3.409232      1
    4.123559     3.754047     2.827414     2.975122     3.042320     3.653771     4.973751     3.187604     2.856953     3.293944     2.103968     1.938302     1.201749     1.388842     2.125510     2.711044     5.515933     3.488225      1
    4.123559     3.754047     2.827414     2.975122     3.042320     1.926106     4.999227     3.664482     4.112356     3.909548     1.763424     0.447036     0.899882     0.160632     1.206909     4.787052     5.206142     1.453246      1
    4.123559     3.754047     2.827414     2.975122     3.042320     5.621661     5.123906     5.464105     4.579488     5.635526     3.087552     3.860272     1.797242     2.144261     4.844395     4.594232     4.431722     4.117747      1
    4.123559     3.754047     2.827414     2.975122     3.042320     4.948758     6.090460     3.765162     3.134414     4.620410     1.618470     1.211009     0.734580     1.205662     4.320178     2.511473     4.953160     3.745528      1
    2.345755     2.191189     4.048564     1.767248     4.346140     3.707018     3.996684     0.810690     3.515638     2.907960     2.323243     2.990608     1.013232     1.190393     2.010378     2.576924    -1.710033     0.351828      2
    2.345755     2.191189     4.048564     1.767248     4.346140     2.377418     3.074568     2.874266     4.128262     2.834590     2.042416     1.476811     2.926646     2.184150     4.018477     1.208644    -0.670529     0.095795      2
    2.345755     2.191189     4.048564     1.767248     4.346140     1.854018     3.716554     3.669414     3.577047     3.827659     2.601619     2.349784     2.095343     1.549624     3.410691     2.606353    -0.330814     0.897598      2
    2.345755     2.191189     4.048564     1.767248     4.346140     4.632683     3.796472     2.478778     4.258751     5.278379     0.235322     3.097647     2.858416     0.452129     3.063017     3.886131    -0.601643     2.615174      2
    2.345755     2.191189     4.048564     1.767248     4.346140     2.479164     3.108752     2.406462     4.238509     3.967381     1.990456     2.047705     3.019904     1.513757     3.897992     3.856964    -0.251286     0.455632      2
    2.345755     2.191189     4.048564     1.767248     4.346140     2.234632     2.922636     2.515853     3.267878     4.134327     3.388960     2.722032     1.726097     1.432716     2.469268     3.332155     0.439045     2.211615      2
    2.345755     2.191189     4.048564     1.767248     4.346140     4.485121     4.654462     3.129976     4.119021     5.923659     0.995331     3.112804     3.515165     1.950500     2.906900     0.597512     0.734464    -0.235576      2
    2.345755     2.191189     4.048564     1.767248     4.346140     4.011457     4.431057     3.718570     2.712250     4.251589     3.325457     1.368452     1.348090     2.007023     2.914951     2.731819     0.066167     0.389909      2
    2.345755     2.191189     4.048564     1.767248     4.346140     2.427658     3.497468     2.542158     2.601381     3.292468     2.207927     2.251611     1.890474     0.249291     0.608605     2.110466    -0.849054    -0.160126      2
    2.345755     2.191189     4.048564     1.767248     4.346140     2.600831     4.130753     2.606330     5.293957     3.639972     0.221311     1.587188     2.311975    -0.504312     2.239330     2.687502    -0.757472     1.833746      2
    2.236954     2.191337     1.756430     2.212732     2.670911     5.177071     2.958702     5.346752     4.772178     5.782683     3.034341     4.263902     3.981286     3.988386     3.024556     2.820979     1.748407     1.537544      3
    2.236954     2.191337     1.756430     2.212732     2.670911    -0.128053     2.735971     4.501127     2.755005     4.648184     5.163917     3.116927     1.433954     2.509786     1.150083     1.664689     2.869058     2.950929      3
    2.236954     2.191337     1.756430     2.212732     2.670911     2.797632     2.978813     4.825683     4.204091     3.675335     1.010752     2.598624     2.329805     2.058585     3.052157     2.688626     1.052509     1.429920      3
