    3.847053     4.064028     4.136489     8.492899      1
    3.847053     3.599397     3.728720     9.073630      1
    3.847053     7.704277     2.638451     4.082619      1
    3.847053     6.796018     2.761167     5.516980      1
    3.847053     4.723777     3.152261     6.875090      1
    3.847053     3.592594     4.168687     9.817786      1
    3.847053     5.653937     2.881786     6.052418      1
    3.847053     7.071457     2.324531     4.686689      1
    3.847053     3.218435     4.350649     9.401477      1
    3.847053     5.631149     3.182289     6.822613      1
    2.920515     4.141624     0.689921     5.355282      2
    2.920515     5.235585     0.777246     3.951407      2
    2.920515     6.352691     1.673759     6.710292      2
    2.920515     5.294490     1.375007     5.152313      2
    2.920515     3.590615    -0.076976     3.916478      2
    2.920515     5.116523     1.274155     5.927752      2
    2.920515     7.452751     2.559391     8.331935      2
    2.920515     6.287904     0.886707     5.095287      2
    2.920515     4.731168     0.076079     3.270759      2
    2.920515     5.080283     0.221247     4.264235      2
    4.358315     5.887454     3.586686     5.407145      3
    4.358315     5.644952     3.431992     5.851000      3
    4.358315     5.508874     3.408733     5.270284      3
    4.358315     5.426730     2.824266     4.532317      3
    4.358315     6.340509     2.641444     4.002217      3
    4.358315     5.404475     2.889651     4.273346      3
    4.358315     4.853235     3.650588     5.805496      3
    4.358315     6.129755     2.630842     3.779285      3
    4.358315     4.887713     2.346828     4.248511      3
    4.358315     4.979264     2.028551     3.613637      3
    1.990287     4.886900    -0.706474     3.328821      4
    1.990287     4.562811     0.618453     4.704747      4
    1.990287     4.457113     0.332432     3.979138      4
    1.990287     4.695737     0.911704     5.225610      4
    1.990287     4.050084     1.611460     3.903090      4
    1.990287     4.019536    -0.346452     4.810154      4
    1.990287     4.641048     0.993726     5.341741      4
    1.990287     5.319775     0.091832     4.937026      4
    1.990287     5.316319     2.585253     5.240626      4
    1.990287     5.152641     0.860789     4.843278      4
    2.903343     5.203497     1.671297     6.004670      5
    2.903343     5.050010     1.138042     4.810953      5
    2.903343     6.311726     1.552417     4.816044      5
    2.903343     5.847863     1.121255     5.413241      5
    2.903343     4.503276     1.173009     5.835373      5
    2.903343     5.091352     0.727983     4.570910      5
    2.903343     5.584196     0.651317     3.237213      5
    2.903343     4.402935     2.880306     8.086552      5
    2.903343     5.220902     0.831606     4.458571      5
    2.903343     4.888201     2.263547     6.841119      5
    2.850100     3.586840     1.364538     4.674342      6
    2.850100     3.881296     1.602818     5.210041      6
    2.850100     2.935806     0.603100     3.531777      6
    2.850100     5.896822     1.858621     6.044453      6
    2.850100     5.171106     1.380840     5.685546      6
    2.850100     5.949990     2.272068     6.928716      6
    2.850100     6.261951     1.814656     6.586113      6
    2.850100     7.764235     2.370057     8.410086      6
    2.850100     7.122516     2.960750     8.425418      6
    2.850100     6.054443     1.586067     5.889336      6
    2.055723     1.925767     0.019205     3.981080      7
    2.055723     5.638208     1.566634     6.535499      7
    2.055723     2.921457    -0.375032     3.728860      7
    2.055723     4.088636     1.207922     5.362785      7
    2.055723     3.041739     0.512818     4.160446      7
    2.055723     3.863459     0.373486     4.514253      7
    2.055723     4.398946     0.826605     5.846998      7
    2.055723     3.845984     0.676051     5.365640      7
    2.055723     5.746800     1.265661     5.899067      7
    2.055723     4.103996     1.116257     5.087279      7
    2.516392     3.916289     2.042306     4.722212      8
    2.516392     5.777936     1.948582     5.759009      8
    2.516392     5.141970     0.922051     4.116425      8
    2.516392     4.390680     0.869969     4.301436      8
    2.516392     5.892832     1.911937     5.565899      8
    2.516392     5.319719     1.790578     4.445945      8
    2.516392     5.365060     1.586026     4.867771      8
    2.516392     5.173780     2.137501     5.481219      8
    2.516392     4.682454     1.328993     3.986744      8
    2.516392     3.657609     0.791156     3.559810      8
    2.844146     5.967826     1.286087     5.667053      9
    2.844146     6.241073     1.116893     6.621491      9
    2.844146     7.343961     2.093005     7.408693      9
    2.844146     4.487865     0.960562     4.823450      9
    2.844146     5.962699     1.271118     6.070360      9
    2.844146     7.457412     2.451757     7.972411      9
    2.844146     3.555338     0.337783     4.386197      9
    2.844146     8.023885     1.203875     7.106980      9
    2.844146     7.320082     2.467856     7.648972      9
    2.844146     3.497094     0.765623     4.333185      9
    3.170268     7.921981     1.244595     2.186713     10
    3.170268     7.148037     3.430599     7.419555     10
    3.170268     7.637975     2.201068     4.896551     10
    3.170268     7.516131     2.357266     4.725644     10
    3.170268     6.253912     3.517006     8.554104     10
    3.170268     6.916548     2.569015     5.790400     10
    3.170268     6.493908     3.203890     8.184624     10
    3.170268     7.101957     3.196542     8.178319     10
    3.170268     6.796616     2.557944     6.375455     10
    3.170268     7.583237     2.124826     4.841812     10
    3.731960     7.627509     3.528330     7.126637     11
    3.731960     6.935350     3.002338     6.733186     11
    3.731960     5.214157     2.459195     5.609497     11
    3.731960     6.422115     3.061887     5.869692     11
    3.731960    10.517538     4.043575     9.733803     11
    3.731960     9.616433     3.839209     8.540556     11
    3.731960     7.622366     2.721637     6.382972     11
    3.731960     8.502277     3.137990     7.215586     11
    3.731960    10.134503     4.341690     9.755758     11
    3.731960     8.129921     3.370958     7.006212     11
    2.205387     5.738481     1.451627     4.644198     12
    2.205387     5.143384     0.359448     2.152514     12
    2.205387     5.589397     0.472134     2.671225     12
    2.205387     5.085965     1.959166     5.627047     12
    2.205387     5.144407     0.724051     3.538772     12
    2.205387     5.745576    -1.063866     0.524375     12
    2.205387     5.384458     1.818549     5.297217     12
    2.205387     6.339170     0.049694     2.831937     12
    2.205387     5.480430     1.244356     5.645353     12
    2.205387     6.145033     2.097154     5.584816     12
    3.537062     7.144795     2.826099     7.658335     13
